,SPX_F,NKY_F,KOSPI_F,HSI_F,TWSE_F,UKX_F,AS51_F
2013-04-26,1576.5,13950.0,254.4,22557.0,22557.0,6376.0,5107.0
2013-04-29,1588.25,13950.0,253.55,22559.0,22559.0,6413.0,5129.0
2013-04-30,1592.25,13880.0,257.15,22604.0,22604.0,6383.5,5168.0
2013-05-01,1577.25,13800.0,257.15,22604.0,22604.0,6401.5,5161.0
2013-05-02,1592.25,13710.0,255.7,22594.0,22594.0,6427.0,5121.0
2013-05-03,1608.5,13710.0,256.3,22547.0,22547.0,6473.0,5127.0
2013-05-06,1613.5,13710.0,255.55,22761.0,22761.0,6473.0,5153.0
2013-05-07,1620.5,14160.0,255.1,22911.0,22911.0,6510.5,5134.0
2013-05-08,1628.75,14260.0,255.15,23044.0,23044.0,6557.5,5192.0
2013-05-09,1624.5,14230.0,258.8,23119.0,23119.0,6563.0,5194.0
2013-05-10,1629.5,14660.0,252.8,23198.0,23198.0,6589.0,5207.0
2013-05-13,1630.75,14820.0,254.0,22880.0,22880.0,6594.5,5206.0
2013-05-14,1648.0,14800.0,256.85,22855.0,22855.0,6646.5,5225.0
2013-05-15,1654.25,15090.0,256.55,22928.0,22928.0,6671.0,5201.0
2013-05-16,1648.0,15070.0,259.35,22973.0,22973.0,6657.5,5174.0
2013-05-17,1663.0,15190.0,259.35,22973.0,22973.0,6697.5,5193.0
2013-05-20,1664.5,15390.0,259.4,23371.0,23371.0,6728.0,5220.0
2013-05-21,1665.5,15400.0,259.1,23289.0,23289.0,6764.0,5192.0
2013-05-22,1655.5,15670.0,260.1,23227.0,23227.0,6818.0,5171.0
2013-05-23,1650.0,14590.0,257.15,22521.0,22521.0,6689.0,5070.0
2013-05-24,1650.5,14610.0,257.8,22583.0,22583.0,6635.0,4973.0
2013-05-28,1654.5,14360.0,259.7,22866.0,22866.0,6760.0,4965.0
2013-05-29,1647.0,14200.0,261.55,22527.0,22527.0,6616.0,4981.0
2013-05-30,1653.5,13610.0,261.85,22464.0,22464.0,6636.0,4942.0
2013-05-31,1629.0,13700.0,262.3,22173.0,22173.0,6573.5,4933.0
2013-06-03,1636.25,13240.0,261.3,21992.0,21992.0,6508.0,4885.0
2013-06-04,1631.25,13650.0,260.85,21995.0,21995.0,6541.0,4898.0
2013-06-05,1608.0,12940.0,256.55,21826.0,21826.0,6414.5,4831.0
2013-06-06,1622.75,12820.0,256.55,21570.0,21570.0,6328.0,4783.0
2013-06-07,1638.5,12680.0,251.1,21353.0,21353.0,6396.5,4740.0
2013-06-10,1642.0,13620.0,252.7,21394.0,21394.0,6382.0,4797.0
2013-06-11,1627.0,13380.0,250.75,21163.0,21163.0,6331.0,4765.0
2013-06-12,1610.0,13280.0,248.85,21163.0,21163.0,6309.0,4730.0
2013-06-13,1636.75,12450.0,245.55,20800.0,20800.0,6307.0,4684.0
2013-06-14,1624.25,12770.0,245.85,20873.0,20873.0,6310.5,4785.0
2013-06-17,1639.75,13060.0,246.5,21131.0,21131.0,6324.0,4829.0
2013-06-18,1651.0,13000.0,247.7,21160.0,21160.0,6367.5,4820.0
2013-06-19,1629.5,13260.0,246.7,20938.0,20938.0,6351.0,4875.0
2013-06-20,1590.5,13030.0,240.35,20285.0,20285.0,6175.5,4797.0
2013-06-21,1599.93,13370.0,236.65,20201.0,20201.0,6217.5,4688.0
2013-06-24,1566.25,13010.0,233.6,19798.0,19798.0,5979.0,4633.0
2013-06-25,1581.5,12940.0,234.1,19824.0,19824.0,6042.5,4644.0
2013-06-26,1595.5,12780.0,232.15,20299.0,20299.0,6115.5,4704.0
2013-06-27,1606.5,13270.0,239.6,20549.0,20549.0,6199.5,4774.0
2013-06-28,1599.25,13680.0,242.0,20729.0,20729.0,6161.5,4769.0
2013-07-01,1606.75,13870.0,242.3,20729.0,20729.0,6251.0,4688.0
2013-07-02,1607.25,14130.0,242.25,20632.0,20632.0,6252.5,4789.0
2013-07-03,1609.0,14020.0,237.45,20170.0,20170.0,6185.0,4707.0
2013-07-05,1627.25,14340.0,239.15,20799.0,20799.0,6346.5,4794.0
2013-07-08,1635.5,14100.0,235.95,20492.0,20492.0,6403.0,4777.0
2013-07-09,1645.5,14460.0,238.45,20756.0,20756.0,6475.0,4841.0
2013-07-10,1648.5,14430.0,236.4,20857.0,20857.0,6447.5,4868.0
2013-07-11,1670.0,14470.0,244.2,21412.0,21412.0,6504.5,4916.0
2013-07-12,1670.25,14470.0,243.45,21209.0,21209.0,6499.0,4936.0
2013-07-15,1677.5,14470.0,244.9,21215.0,21215.0,6533.5,4944.0
2013-07-16,1671.25,14600.0,242.65,21266.0,21266.0,6518.0,4947.0
2013-07-17,1675.5,14600.0,244.65,21325.0,21325.0,6524.5,4940.0
2013-07-18,1680.5,14800.0,243.45,21362.0,21362.0,6584.5,4952.0
2013-07-19,1689.5,14650.0,243.0,21334.0,21334.0,6586.5,4942.0
2013-07-22,1690.25,14690.0,243.7,21397.0,21397.0,6577.0,4960.0
2013-07-23,1688.25,14780.0,247.15,21894.0,21894.0,6565.0,4977.0
2013-07-24,1683.75,14730.0,247.75,21965.0,21965.0,6573.5,4993.0
2013-07-25,1684.0,14520.0,247.9,21899.0,21899.0,6539.0,4993.0
2013-07-26,1686.5,14130.0,248.85,21964.0,21964.0,6507.5,5008.0
2013-07-29,1682.5,13600.0,247.7,21846.0,21846.0,6507.0,5010.0
2013-07-30,1684.75,13890.0,249.35,21932.0,21932.0,6523.0,5007.0
2013-07-31,1680.5,13600.0,248.4,21864.0,21864.0,6563.5,5010.0
2013-08-01,1700.25,14050.0,249.7,22001.0,22001.0,6625.5,5007.0
2013-08-02,1704.0,14480.0,250.35,22148.0,22148.0,6605.0,5068.0
2013-08-05,1702.5,14230.0,249.05,22199.0,22199.0,6573.5,5062.0
2013-08-06,1694.0,14400.0,246.5,21838.0,21838.0,6553.5,5060.0
2013-08-07,1688.25,13860.0,243.2,21541.0,21541.0,6485.0,4966.0
2013-08-08,1693.75,13620.0,243.45,21640.0,21640.0,6486.0,5001.0
2013-08-09,1686.25,13670.0,244.15,21703.0,21703.0,6548.5,5004.0
2013-08-12,1687.0,13510.0,244.3,22191.0,22191.0,6540.0,5060.0
2013-08-13,1690.75,13850.0,248.1,22549.0,22549.0,6578.5,5116.0
2013-08-14,1682.0,14010.0,249.7,22549.0,22549.0,6588.0,5120.0
2013-08-15,1655.75,13790.0,249.7,22551.0,22551.0,6472.0,5110.0
2013-08-16,1651.0,13670.0,249.2,22488.0,22488.0,6475.0,5071.0
2013-08-19,1645.0,13770.0,249.2,22419.0,22419.0,6448.5,5088.0
2013-08-20,1650.5,13410.0,245.25,21875.0,21875.0,6433.0,5051.0
2013-08-21,1636.5,13400.0,241.8,21746.0,21746.0,6384.5,5079.0
2013-08-22,1654.75,13350.0,240.45,21892.0,21892.0,6430.5,5039.0
2013-08-23,1661.5,13700.0,243.1,21813.0,21813.0,6486.0,5107.0
2013-08-26,1654.25,13650.0,245.6,22010.0,22010.0,6486.0,5126.0
2013-08-27,1628.25,13540.0,245.45,21806.0,21806.0,6438.0,5123.0
2013-08-28,1632.25,13360.0,245.65,21510.0,21510.0,6424.0,5068.0
2013-08-29,1636.75,13460.0,249.8,21619.0,21619.0,6485.5,5076.0
2013-08-30,1631.25,13350.0,250.95,21568.0,21568.0,6408.0,5118.0
2013-09-03,1639.0,13990.0,252.6,22315.0,22315.0,6457.5,5190.0
2013-09-04,1653.5,14100.0,252.3,22325.0,22325.0,6474.0,5156.0
2013-09-05,1653.0,14000.0,255.25,22620.0,22620.0,6520.5,5138.0
2013-09-06,1653.5,13850.0,256.2,22692.0,22692.0,6542.0,5145.0
2013-09-09,1669.0,14220.0,258.05,22757.0,22757.0,6529.5,5192.0
2013-09-10,1682.5,14400.0,260.9,22951.0,22951.0,6594.0,5206.0
2013-09-11,1688.75,14440.0,262.0,22969.0,22969.0,6572.5,5231.0
2013-09-12,1685.0,14330.0,262.4,22981.0,22981.0,6587.0,5239.0
2013-09-13,1688.5,14320.0,263.1,22933.0,22933.0,6584.0,5228.0
2013-09-16,1698.0,14320.0,265.5,23326.0,23326.0,6623.0,5255.0
2013-09-17,1705.0,14280.0,264.2,23191.0,23191.0,6581.0,5256.0
2013-09-18,1724.5,14430.0,264.2,23200.0,23200.0,6550.5,5244.0
2013-09-19,1724.25,14680.0,264.2,23559.0,23559.0,6623.0,5304.0
2013-09-20,1723.89,14680.0,264.2,23559.0,23559.0,6627.0,5269.0
2013-09-23,1692.75,14680.0,264.95,23356.0,23356.0,6523.5,5263.0
2013-09-24,1692.5,14680.0,264.7,23193.0,23193.0,6542.5,5242.0
2013-09-25,1685.75,14560.0,263.05,23166.0,23166.0,6527.0,5276.0
2013-09-26,1692.5,14830.0,265.6,23136.0,23136.0,6530.5,5304.0
2013-09-27,1686.5,14740.0,265.25,23182.0,23182.0,6480.5,5309.0
2013-09-30,1674.25,14460.0,263.05,22883.0,22883.0,6429.5,5223.0
2013-10-01,1689.5,14510.0,263.5,22883.0,22883.0,6421.0,5209.0
2013-10-02,1683.0,14190.0,263.8,22975.0,22975.0,6403.0,5212.0
2013-10-03,1669.75,14140.0,263.8,23180.0,23180.0,6412.0,5230.0
2013-10-04,1684.75,14040.0,263.35,23099.0,23099.0,6425.5,5205.0
2013-10-07,1667.75,13860.0,263.15,22911.0,22911.0,6403.0,5157.0
2013-10-08,1650.5,13930.0,264.65,23163.0,23163.0,6344.5,5142.0
2013-10-09,1648.75,14070.0,264.65,23027.0,23027.0,6301.0,5140.0
2013-10-10,1685.0,14200.0,263.7,22956.0,22956.0,6399.5,5133.0
2013-10-11,1699.0,14410.0,268.6,23235.0,23235.0,6457.5,5229.0
2013-10-14,1704.25,14410.0,268.2,23235.0,23235.0,6476.5,5207.0
2013-10-15,1692.0,14460.0,270.35,23342.0,23342.0,6520.0,5249.0
2013-10-16,1713.25,14470.0,270.6,23210.0,23210.0,6536.5,5252.0
2013-10-17,1727.75,14590.0,271.55,22961.0,22961.0,6543.5,5275.0
2013-10-18,1736.5,14590.0,272.95,23308.0,23308.0,6593.5,5321.0
2013-10-21,1738.25,14710.0,272.9,23401.0,23401.0,6624.0,5336.0
2013-10-22,1749.5,14710.0,272.8,23308.0,23308.0,6666.0,5356.0
2013-10-23,1741.75,14430.0,269.4,22990.0,22990.0,6639.5,5346.0
2013-10-24,1748.5,14480.0,270.7,22794.0,22794.0,6690.0,5370.0
2013-10-25,1754.0,14120.0,268.15,22662.0,22662.0,6697.0,5385.0
2013-10-28,1759.0,14370.0,271.0,22781.0,22781.0,6706.5,5430.0
2013-10-29,1767.5,14340.0,272.0,22867.0,22867.0,6754.0,5408.0
2013-10-30,1760.5,14540.0,272.85,23067.0,23067.0,6751.5,5419.0
2013-10-31,1751.0,14350.0,268.85,23242.0,23242.0,6708.5,5416.0
2013-11-01,1754.75,14190.0,269.5,23254.0,23254.0,6700.5,5390.0
2013-11-04,1763.0,14190.0,267.0,23170.0,23170.0,6742.0,5380.0
2013-11-05,1756.5,14200.0,265.65,23009.0,23009.0,6716.0,5417.0
2013-11-06,1765.5,14350.0,265.6,23040.0,23040.0,6726.5,5418.0
2013-11-07,1745.25,14250.0,263.5,22815.0,22815.0,6677.5,5429.0
2013-11-08,1766.0,14090.0,261.2,22744.0,22744.0,6683.0,5409.0
2013-11-11,1767.5,14280.0,261.7,23028.0,23028.0,6713.0,5401.0
2013-11-12,1765.0,14550.0,263.45,22865.0,22865.0,6703.5,5411.0
2013-11-13,1778.75,14600.0,258.5,22509.0,22509.0,6629.0,5336.0
2013-11-14,1787.75,14820.0,259.7,22546.0,22546.0,6666.5,5365.0
2013-11-15,1793.5,15170.0,264.75,23003.0,23003.0,6683.0,5409.0
2013-11-18,1788.75,15180.0,265.6,23669.0,23669.0,6715.5,5398.0
2013-11-19,1785.25,15150.0,268.6,23754.0,23754.0,6692.0,5368.0
2013-11-20,1779.75,15100.0,266.9,23757.0,23757.0,6684.0,5312.0
2013-11-21,1793.75,15420.0,262.2,23590.0,23590.0,6690.0,5301.0
2013-11-22,1801.25,15430.0,263.8,23733.0,23733.0,6672.5,5349.0
2013-11-25,1802.5,15610.0,266.3,23744.0,23744.0,6697.0,5375.0
2013-11-26,1802.0,15520.0,267.3,23729.0,23729.0,6635.0,5383.0
2013-11-27,1804.25,15480.0,267.8,23818.0,23818.0,6650.5,5350.0
2013-11-29,1804.0,15740.0,270.15,23921.0,23921.0,6651.0,5329.0
2013-12-02,1799.75,15690.0,268.3,24032.0,24032.0,6594.0,5286.0
2013-12-03,1791.5,15730.0,264.9,23908.0,23908.0,6537.5,5254.0
2013-12-04,1791.75,15470.0,261.5,23730.0,23730.0,6511.0,5277.0
2013-12-05,1784.0,15160.0,260.7,23698.0,23698.0,6492.0,5211.0
2013-12-06,1805.0,15310.0,261.2,23762.0,23762.0,6546.0,5184.0
2013-12-09,1809.0,15650.0,263.95,23769.0,23769.0,6560.5,5143.0
2013-12-10,1803.0,15590.0,262.4,23766.0,23766.0,6537.0,5147.0
2013-12-11,1780.75,15520.0,259.5,23346.0,23346.0,6515.5,5115.0
2013-12-12,1775.0,15370.0,259.0,23186.0,23186.0,6440.5,5057.0
2013-12-13,1774.75,15480.0,256.9,23240.0,23240.0,6437.5,5095.0
2013-12-16,1786.5,15220.0,257.1,23089.0,23089.0,6519.5,5101.0
2013-12-17,1779.25,15290.0,258.65,23062.0,23062.0,6492.0,5100.0
2013-12-18,1810.75,15590.0,260.0,23180.0,23180.0,6493.0,5101.0
2013-12-19,1808.5,15760.0,259.45,22833.0,22833.0,6574.5,5144.0
2013-12-20,1812.89,15870.0,260.75,22832.0,22832.0,6598.0,5225.0
2013-12-23,1822.75,15870.0,263.15,22924.0,22924.0,6624.0,5269.0
2013-12-24,1829.0,15900.0,263.55,23209.0,23209.0,6642.5,5316.0
2013-12-26,1836.5,16240.0,263.1,23209.0,23209.0,6642.5,5316.0
2013-12-27,1836.5,16200.0,265.45,23278.0,23278.0,6704.5,5314.0
2013-12-30,1834.75,16290.0,265.65,23244.0,23244.0,6693.5,5326.0
2013-12-31,1841.0,16290.0,265.65,23333.0,23333.0,6697.5,5318.0
2014-01-02,1826.5,16290.0,258.4,23334.0,23334.0,6668.0,5345.0
2014-01-03,1825.5,16290.0,255.25,22790.0,22790.0,6672.0,5312.0
2014-01-06,1820.75,15900.0,255.85,22679.0,22679.0,6676.5,5304.0
2014-01-07,1830.75,15780.0,257.05,22612.0,22612.0,6699.5,5295.0
2014-01-08,1832.5,16110.0,256.8,22948.0,22948.0,6663.5,5287.0
2014-01-09,1833.0,15910.0,255.5,22788.0,22788.0,6636.0,5293.0
2014-01-10,1837.75,15920.0,253.4,22863.0,22863.0,6687.5,5290.0
2014-01-13,1815.0,15920.0,255.45,22827.0,22827.0,6699.5,5261.0
2014-01-14,1833.0,15420.0,254.95,22771.0,22771.0,6712.5,5174.0
2014-01-15,1841.5,15780.0,255.85,22910.0,22910.0,6762.5,5205.0
2014-01-16,1836.25,15720.0,256.35,22973.0,22973.0,6762.5,5271.0
2014-01-17,1834.25,15750.0,254.0,23166.0,23166.0,6775.5,5267.0
2014-01-21,1838.5,15790.0,257.9,23047.0,23047.0,6778.5,5288.0
2014-01-22,1838.5,15830.0,257.65,23055.0,23055.0,6779.5,5280.0
2014-01-23,1824.25,15700.0,254.6,22721.0,22721.0,6725.0,5228.0
2014-01-24,1782.0,15440.0,253.4,22424.0,22424.0,6605.5,5197.0
2014-01-27,1775.75,14940.0,250.2,21922.0,21922.0,6506.0,5157.0
2014-01-28,1788.25,15000.0,251.25,22009.0,22009.0,6522.0,5133.0
2014-01-29,1771.25,15380.0,254.5,22182.0,22182.0,6489.0,5174.0
2014-01-30,1781.25,14990.0,254.5,22009.0,22009.0,6487.0,5138.0
2014-01-31,1776.5,14850.0,254.5,22009.0,22009.0,6458.5,5143.0
2014-02-03,1732.75,14560.0,250.8,22009.0,22009.0,6410.0,5145.0
2014-02-04,1743.75,13920.0,246.05,21447.0,21447.0,6399.5,5050.0
2014-02-05,1744.0,14180.0,246.55,21197.0,21197.0,6411.0,5018.0
2014-02-06,1766.5,14150.0,248.4,21332.0,21332.0,6502.0,5082.0
2014-02-07,1793.5,14500.0,250.5,21527.0,21527.0,6517.0,5122.0
2014-02-10,1794.75,14730.0,250.8,21514.0,21514.0,6536.0,5169.0
2014-02-11,1813.5,14730.0,251.8,21902.0,21902.0,6616.0,5203.0
2014-02-12,1817.0,14770.0,252.7,22258.0,22258.0,6631.5,5263.0
2014-02-13,1824.25,14500.0,250.35,22160.0,22160.0,6621.5,5263.0
2014-02-14,1835.0,14330.0,253.8,22324.0,22324.0,6621.0,5308.0
2014-02-18,1837.5,14840.0,254.0,22581.0,22581.0,6763.5,5363.0
2014-02-19,1825.5,14770.0,252.2,22636.0,22636.0,6769.0,5377.0
2014-02-20,1836.25,14420.0,251.3,22374.0,22374.0,6776.5,5381.0
2014-02-21,1834.25,14830.0,254.9,22581.0,22581.0,6810.5,5414.0
2014-02-24,1846.0,14840.0,254.45,22378.0,22378.0,6834.0,5423.0
2014-02-25,1846.25,15000.0,256.3,22342.0,22342.0,6818.5,5410.0
2014-02-26,1842.0,15000.0,257.25,22412.0,22412.0,6788.0,5437.0
2014-02-27,1854.0,14960.0,257.7,22660.0,22660.0,6790.5,5396.0
2014-02-28,1857.5,14860.0,257.5,22807.0,22807.0,6775.5,5396.0
2014-03-03,1843.0,14630.0,255.85,22422.0,22422.0,6681.0,5389.0
2014-03-04,1871.5,14840.0,255.85,22629.0,22629.0,6795.0,5405.0
2014-03-05,1872.5,14880.0,257.1,22532.0,22532.0,6750.0,5453.0
2014-03-06,1876.25,15120.0,257.6,22626.0,22626.0,6764.5,5441.0
2014-03-07,1878.0,15290.0,257.2,22591.0,22591.0,6696.5,5472.0
2014-03-10,1877.25,15160.0,253.75,22185.0,22185.0,6659.5,5420.0
2014-03-11,1865.25,15210.0,254.9,22225.0,22225.0,6660.5,5415.0
2014-03-12,1867.75,14830.0,250.75,21906.0,21906.0,6626.5,5373.0
2014-03-13,1846.75,14750.0,252.35,21751.0,21751.0,6553.5,5413.0
2014-03-14,1840.0,14220.0,250.05,21505.0,21505.0,6518.5,5325.0
2014-03-17,1857.75,14270.0,251.3,21393.0,21393.0,6567.5,5322.0
2014-03-18,1870.75,14340.0,252.8,21555.0,21555.0,6598.0,5348.0
2014-03-19,1859.75,14420.0,252.9,21533.0,21533.0,6575.0,5358.0
2014-03-20,1873.75,14130.0,249.65,21150.0,21150.0,6552.5,5344.0
2014-03-21,1893.3,14130.0,251.95,21434.0,21434.0,6568.0,5328.0
2014-03-24,1849.5,14400.0,253.2,21811.0,21811.0,6455.0,5348.0
2014-03-25,1859.25,14260.0,252.95,21739.0,21739.0,6537.0,5338.0
2014-03-26,1842.5,14390.0,256.5,21875.0,21875.0,6544.5,5370.0
2014-03-27,1840.5,14640.0,257.55,21835.0,21835.0,6530.5,5345.0
2014-03-28,1850.5,14700.0,257.8,22077.0,22077.0,6555.0,5356.0
2014-03-31,1864.5,14830.0,258.4,22140.0,22140.0,6543.5,5393.0
2014-04-01,1877.75,14760.0,259.85,22413.0,22413.0,6587.0,5383.0
2014-04-02,1883.0,14970.0,260.4,22514.0,22514.0,6607.5,5399.0
2014-04-03,1883.0,15080.0,260.65,22554.0,22554.0,6586.5,5410.0
2014-04-04,1860.0,15080.0,261.4,22530.0,22530.0,6636.0,5422.0
2014-04-07,1838.0,14810.0,260.45,22400.0,22400.0,6565.0,5408.0
2014-04-08,1845.0,14590.0,262.55,22630.0,22630.0,6529.0,5404.0
2014-04-09,1864.75,14380.0,262.4,22866.0,22866.0,6576.0,5464.0
2014-04-10,1827.0,14290.0,262.7,23275.0,23275.0,6582.5,5476.0
2014-04-11,1811.75,14060.0,260.8,22995.0,22995.0,6508.0,5420.0
2014-04-14,1824.5,13950.0,261.6,23075.0,23075.0,6522.5,5345.0
2014-04-15,1839.5,14030.0,260.6,22656.0,22656.0,6487.0,5377.0
2014-04-16,1852.75,14420.0,261.4,22696.0,22696.0,6537.0,5407.0
2014-04-17,1858.0,14380.0,260.7,22743.0,22743.0,6575.5,5443.0
2014-04-21,1864.5,14530.0,262.35,22743.0,22743.0,6575.5,5443.0
2014-04-22,1874.0,14350.0,262.3,22737.0,22737.0,6635.0,5472.0
2014-04-23,1873.0,14550.0,261.7,22468.0,22468.0,6633.0,5509.0
2014-04-24,1873.0,14420.0,261.25,22543.0,22543.0,6652.5,5523.0
2014-04-25,1860.0,14460.0,257.6,22175.0,22175.0,6637.5,5530.0
2014-04-28,1866.0,14310.0,257.6,22157.0,22157.0,6653.5,5533.0
2014-04-29,1871.75,14310.0,256.6,22213.0,22213.0,6716.0,5477.0
2014-04-30,1878.0,14220.0,255.4,21837.0,21837.0,6744.5,5469.0
2014-05-01,1877.75,14490.0,255.4,21837.0,21837.0,6772.5,5434.0
2014-05-02,1874.5,14480.0,255.75,22024.0,22024.0,6764.0,5447.0
2014-05-05,1875.75,14480.0,255.75,21775.0,21775.0,6764.0,5455.0
2014-05-06,1864.25,14480.0,255.75,21775.0,21775.0,6760.0,5472.0
2014-05-07,1874.25,14070.0,252.5,21559.0,21559.0,6761.5,5420.0
2014-05-08,1872.25,14140.0,254.15,21627.0,21627.0,6801.5,5459.0
2014-05-09,1873.5,14210.0,254.2,21676.0,21676.0,6787.0,5455.0
2014-05-12,1892.75,14170.0,255.75,22118.0,22118.0,6817.0,5437.0
2014-05-13,1894.25,14430.0,259.35,22199.0,22199.0,6840.5,5487.0
2014-05-14,1885.25,14410.0,262.85,22386.0,22386.0,6862.5,5511.0
2014-05-15,1867.25,14300.0,262.75,22550.0,22550.0,6820.5,5525.0
2014-05-16,1874.75,14130.0,262.85,22575.0,22575.0,6837.5,5491.0
2014-05-19,1882.25,14030.0,262.8,22574.0,22574.0,6833.5,5417.0
2014-05-20,1868.0,14060.0,262.55,22723.0,22723.0,6786.5,5430.0
2014-05-21,1885.0,14040.0,263.2,22794.0,22794.0,6806.5,5436.0
2014-05-22,1890.25,14310.0,264.1,22915.0,22915.0,6815.0,5488.0
2014-05-23,1897.0,14420.0,263.6,22931.0,22931.0,6798.5,5511.0
2014-05-27,1909.25,14610.0,260.5,22951.0,22951.0,6829.5,5527.0
2014-05-28,1909.0,14680.0,263.6,23036.0,23036.0,6833.5,5537.0
2014-05-29,1918.0,14690.0,263.0,23133.0,23133.0,6860.0,5531.0
2014-05-30,1921.5,14650.0,260.85,22910.0,22910.0,6822.5,5503.0
2014-06-02,1921.75,14940.0,261.5,22910.0,22910.0,6860.5,5526.0
2014-06-03,1922.0,15030.0,261.65,23104.0,23104.0,6816.5,5482.0
2014-06-04,1925.75,15040.0,261.65,22992.0,22992.0,6807.5,5445.0
2014-06-05,1938.5,15060.0,259.95,22985.0,22985.0,6805.0,5442.0
2014-06-06,1949.25,15090.0,259.95,22790.0,22790.0,6846.5,5461.0
2014-06-09,1950.25,15130.0,260.2,23008.0,23008.0,6866.0,5478.0
2014-06-10,1950.5,14970.0,262.6,23177.0,23177.0,6859.5,5477.0
2014-06-11,1944.0,15060.0,262.35,23106.0,23106.0,6838.5,5459.0
2014-06-12,1930.5,15000.0,261.85,23143.0,23143.0,6846.5,5431.0
2014-06-13,1935.75,15140.0,259.45,23249.0,23249.0,6787.0,5405.0
2014-06-16,1936.5,14920.0,260.8,23218.0,23218.0,6757.0,5417.0
2014-06-17,1941.5,14990.0,261.3,23156.0,23156.0,6764.0,5398.0
2014-06-18,1957.0,15120.0,259.9,23173.0,23173.0,6779.5,5382.0
2014-06-19,1958.5,15340.0,260.5,23195.0,23195.0,6811.0,5434.0
2014-06-20,1964.52,15380.0,256.5,23171.0,23171.0,6820.0,5380.0
2014-06-23,1953.0,15350.0,258.1,22766.0,22766.0,6752.0,5409.0
2014-06-24,1943.25,15400.0,261.05,22886.0,22886.0,6749.0,5388.0
2014-06-25,1949.5,15260.0,259.2,22898.0,22898.0,6692.0,5353.0
2014-06-26,1948.75,15320.0,261.2,23192.0,23192.0,6680.0,5426.0
2014-06-27,1952.0,15120.0,260.6,23193.0,23193.0,6715.5,5416.0
2014-06-30,1952.5,15160.0,260.6,23104.0,23104.0,6711.0,5354.0
2014-07-01,1965.75,15310.0,260.85,23104.0,23104.0,6754.0,5340.0
2014-07-02,1967.75,15380.0,262.95,23545.0,23545.0,6771.0,5412.0
2014-07-03,1977.5,15320.0,262.7,23548.0,23548.0,6817.5,5453.0
2014-07-07,1971.0,15380.0,260.6,23539.0,23539.0,6780.0,5478.0
2014-07-08,1960.5,15340.0,260.45,23544.0,23544.0,6692.0,5472.0
2014-07-09,1967.25,15300.0,259.4,23159.0,23159.0,6672.0,5414.0
2014-07-10,1957.75,15250.0,259.8,23206.0,23206.0,6624.0,5420.0
2014-07-11,1962.5,15170.0,257.8,23218.0,23218.0,6629.0,5454.0
2014-07-14,1971.0,15320.0,258.5,23366.0,23366.0,6701.0,5471.0
2014-07-15,1968.0,15400.0,261.35,23436.0,23436.0,6671.5,5461.0
2014-07-16,1974.75,15380.0,261.85,23513.0,23513.0,6737.5,5474.0
2014-07-17,1953.5,15370.0,262.5,23493.0,23493.0,6686.5,5483.0
2014-07-18,1971.5,15210.0,262.3,23409.0,23409.0,6696.5,5485.0
2014-07-21,1966.25,15210.0,262.2,23326.0,23326.0,6687.0,5500.0
2014-07-22,1975.0,15330.0,264.0,23789.0,23789.0,6748.0,5495.0
2014-07-23,1980.75,15330.0,263.6,23959.0,23959.0,6750.0,5527.0
2014-07-24,1980.75,15300.0,264.05,24151.0,24151.0,6770.0,5532.0
2014-07-25,1971.5,15450.0,264.95,24235.0,24235.0,6741.5,5530.0
2014-07-28,1973.0,15510.0,266.9,24388.0,24388.0,6742.5,5529.0
2014-07-29,1963.0,15640.0,269.85,24630.0,24630.0,6763.0,5539.0
2014-07-30,1965.0,15630.0,272.95,24824.0,24824.0,6729.0,5578.0
2014-07-31,1924.75,15650.0,271.65,24766.0,24766.0,6682.5,5570.0
2014-08-01,1918.5,15580.0,270.4,24498.0,24498.0,6625.5,5499.0
2014-08-04,1932.0,15460.0,269.9,24515.0,24515.0,6634.5,5484.0
2014-08-05,1913.0,15340.0,268.45,24591.0,24591.0,6633.0,5474.0
2014-08-06,1914.75,15140.0,267.8,24500.0,24500.0,6594.5,5458.0
2014-08-07,1905.25,15190.0,266.25,24370.0,24370.0,6561.5,5449.0
2014-08-08,1923.75,14760.0,263.1,24300.0,24300.0,6537.0,5376.0
2014-08-11,1932.5,15130.0,264.8,24596.0,24596.0,6600.5,5394.0
2014-08-12,1930.5,15150.0,264.65,24633.0,24633.0,6593.5,5470.0
2014-08-13,1944.75,15220.0,266.4,24895.0,24895.0,6648.5,5458.0
2014-08-14,1953.5,15290.0,267.0,24756.0,24756.0,6669.5,5494.0
2014-08-15,1952.5,15320.0,267.0,24904.0,24904.0,6672.0,5506.0
2014-08-18,1967.5,15330.0,265.2,24903.0,24903.0,6733.5,5529.0
2014-08-19,1977.25,15430.0,267.7,25107.0,25107.0,6768.0,5583.0
2014-08-20,1983.25,15420.0,267.0,25113.0,25113.0,6751.0,5606.0
2014-08-21,1989.5,15550.0,262.6,24995.0,24995.0,6768.5,5605.0
2014-08-22,1987.75,15550.0,264.7,25103.0,25103.0,6768.5,5609.0
2014-08-25,1995.0,15620.0,265.4,25179.0,25179.0,6768.5,5600.0
2014-08-26,1998.5,15530.0,266.1,25083.0,25083.0,6823.5,5596.0
2014-08-27,1997.0,15520.0,266.35,24932.0,24932.0,6824.0,5629.0
2014-08-28,1996.75,15470.0,266.65,24894.0,24894.0,6804.5,5609.0
2014-08-29,2001.5,15420.0,265.6,24683.0,24683.0,6801.5,5615.0
