,SPX,NKY,KOSPI,HSI,TWSE,UKX,AS51
2000-06-28,1454.82,17370.17,818.73,16438.42,8365.63,6313.5,3213.959
2000-06-29,1442.39,17475.9,818.9,16286.8,8120.89,6239.0,3254.525
2000-06-30,1454.6,17411.05,821.22,16155.78,8265.09,6312.7,3311.207
2000-07-03,1469.54,17614.66,835.21,16124.97,8297.77,6470.4,3308.105
2000-07-05,1446.23,17435.95,830.4,16474.27,8421.74,6382.5,3320.547
2000-07-06,1456.67,17282.37,837.63,16489.59,8289.39,6419.6,3306.964
2000-07-07,1478.9,17398.24,841.74,16829.96,8173.08,6497.5,3305.363
2000-07-10,1475.62,17572.68,851.47,17238.67,8154.67,6466.2,3323.828
2000-07-11,1480.88,17504.36,836.86,17359.66,8158.63,6475.8,3323.317
2000-07-12,1492.92,17342.13,839.76,17552.26,8059.75,6518.5,3318.419
2000-07-13,1495.84,17036.9,845.75,17449.5,8267.66,6475.7,3306.516
2000-07-14,1509.98,17142.9,827.95,17586.16,8497.13,6475.4,3303.558
2000-07-17,1510.49,17286.83,827.95,17834.78,8585.52,6525.5,3313.462
2000-07-18,1493.74,16945.07,812.33,17440.83,8368.78,6450.5,3300.661
2000-07-19,1481.96,16983.57,797.3,17710.07,8411.88,6465.4,3299.631
2000-07-20,1495.57,16983.57,778.9,17758.51,8219.53,6469.0,3300.936
2000-07-21,1480.19,16811.49,783.06,17920.86,8167.37,6378.4,3332.364
2000-07-24,1464.29,16547.12,737.89,17659.69,8064.2,6381.3,3305.39
2000-07-25,1474.47,16573.59,737.64,17375.34,7900.39,6390.7,3282.182
2000-07-26,1452.42,16502.61,743.84,17620.23,7961.54,6387.1,3282.92
2000-07-27,1449.62,16182.01,727.68,17450.09,7956.28,6352.1,3258.28
2000-07-28,1419.89,15838.57,692.65,17183.93,8122.11,6335.7,3255.005
2000-07-31,1430.83,15727.49,705.97,16840.98,8114.92,6365.3,3251.134
2000-08-01,1438.1,16099.67,727.1,16897.45,7984.65,6379.3,3254.023
2000-08-02,1438.7,16206.19,728.33,17277.39,7916.85,6391.3,3270.304
2000-08-03,1452.56,15814.44,722.08,17274.28,7844.93,6317.1,3275.162
2000-08-04,1462.93,15667.36,710.0,17425.7,7925.2,6363.5,3277.232
2000-08-07,1479.32,16002.71,675.59,17727.25,7715.99,6387.8,3305.078
2000-08-08,1482.8,15820.11,666.08,17211.84,7797.78,6358.1,3302.37
2000-08-09,1472.87,16034.6,710.23,17181.99,8048.14,6414.0,3309.813
2000-08-10,1460.25,15975.65,729.28,17333.21,8024.69,6387.3,3315.343
2000-08-11,1471.84,16117.5,722.21,17214.42,7974.65,6384.5,3309.165
2000-08-14,1491.56,16153.91,733.25,16998.06,7848.87,6419.9,3314.982
2000-08-15,1484.43,16298.29,733.25,17463.53,7845.69,6475.5,3323.149
2000-08-16,1479.85,16356.03,751.14,17734.15,8003.53,6532.0,3331.838
2000-08-17,1496.07,16161.03,743.49,17622.01,8143.25,6518.2,3336.331
2000-08-18,1491.72,16280.49,728.32,17440.0,8176.82,6543.7,3344.2
2000-08-21,1499.48,16040.18,722.58,17501.48,8257.88,6542.2,3338.916
2000-08-22,1498.13,16454.74,738.61,17668.28,8118.05,6584.8,3353.431
2000-08-23,1505.97,16436.65,719.79,17427.4,8118.05,6566.2,3364.475
2000-08-24,1508.31,16670.82,718.86,17439.7,8098.84,6557.0,3372.451
2000-08-25,1506.45,16911.33,729.8,17236.74,8026.32,6563.7,3367.418
2000-08-28,1514.09,17181.12,731.81,17019.76,7845.87,6563.7,3363.925
2000-08-29,1509.84,17141.75,731.56,17240.11,7817.49,6586.3,3369.43
2000-08-30,1502.59,16901.67,718.93,17095.88,7543.96,6615.1,3357.884
2000-08-31,1517.68,16861.26,688.62,17097.51,7616.98,6672.7,3297.882
2000-09-01,1520.77,16739.78,692.19,17333.61,7420.06,6795.0,3331.73
2000-09-05,1507.08,16452.27,679.24,17595.22,7785.62,6752.5,3347.382
2000-09-06,1492.25,16399.87,676.69,17605.23,7610.78,6694.7,3321.254
2000-09-07,1502.51,16300.46,656.37,17431.95,7430.93,6689.2,3306.665
2000-09-08,1494.5,16501.55,653.68,17275.45,7367.99,6600.7,3320.359
2000-09-11,1489.26,16130.9,653.68,17007.98,7335.2,6582.0,3297.151
2000-09-12,1481.99,16040.23,653.68,16629.78,7335.2,6555.5,3324.078
2000-09-13,1484.91,16190.52,653.68,16629.78,7391.66,6478.2,3334.141
2000-09-14,1480.87,16213.28,650.14,16395.43,7152.29,6555.5,3344.639
2000-09-15,1465.81,16213.28,628.2,16249.53,7155.45,6417.3,3329.833
2000-09-18,1444.51,16061.16,577.56,15560.16,6910.14,6410.2,3276.45
2000-09-19,1459.9,16124.19,571.17,15677.2,6734.9,6403.5,3236.782
2000-09-20,1451.34,16458.31,606.08,15665.62,6880.09,6279.9,3254.753
2000-09-21,1449.05,16311.05,595.99,15164.45,6920.9,6199.2,3252.868
2000-09-22,1448.72,15818.25,553.25,14612.88,6612.09,6205.9,3188.683
2000-09-25,1439.03,15992.9,584.63,15428.95,6677.46,6257.1,3215.32
2000-09-26,1427.21,15928.62,587.6,15290.85,6749.03,6213.2,3241.12
2000-09-27,1426.57,15639.95,599.31,15444.13,6717.04,6269.3,3256.332
2000-09-28,1458.29,15626.96,605.85,15415.75,6564.87,6264.1,3290.718
2000-09-29,1436.51,15747.26,613.22,15648.98,6432.36,6294.2,3298.875
2000-10-02,1436.23,15902.51,589.22,15648.98,6024.07,6284.5,3300.632
2000-10-03,1426.46,15912.09,589.22,15725.96,6143.44,6345.0,3327.798
2000-10-04,1434.32,16149.08,598.42,15878.89,5997.92,6334.9,3318.638
2000-10-05,1436.28,16099.26,606.79,16184.68,6029.65,6382.0,3311.36
2000-10-06,1408.99,15994.24,608.85,16184.68,6353.67,6391.2,3293.521
2000-10-09,1402.03,15994.24,589.18,15693.5,6209.42,6264.8,3274.353
2000-10-10,1387.02,15827.72,588.34,15554.11,6209.42,6247.7,3265.302
2000-10-11,1364.59,15513.57,557.18,15127.0,6040.55,6117.6,3260.804
2000-10-12,1329.78,15550.64,534.71,15074.8,5805.01,6131.9,3226.553
2000-10-13,1374.17,15330.31,524.6,14680.5,5876.11,6209.6,3201.973
2000-10-16,1374.62,15512.32,550.1,14973.4,5630.95,6285.7,3266.633
2000-10-17,1349.97,15340.22,512.85,14873.43,5702.36,6203.2,3264.293
2000-10-18,1342.13,14872.48,514.17,14458.52,5432.23,6148.2,3226.755
2000-10-19,1388.76,14811.08,515.04,14422.52,5081.28,6218.9,3192.804
2000-10-20,1396.93,15198.73,545.97,15044.53,5404.78,6276.3,3235.841
2000-10-23,1395.78,15097.96,528.37,15102.36,5680.95,6315.9,3267.937
2000-10-24,1398.13,15148.19,545.05,14925.93,5918.63,6438.4,3260.791
2000-10-25,1364.9,14840.47,542.33,15061.14,6023.78,6367.8,3264.327
2000-10-26,1364.44,14858.43,523.67,14996.24,5941.85,6302.3,3239.81
2000-10-27,1379.58,14582.2,515.34,14902.46,5805.17,6366.5,3244.733
2000-10-30,1398.66,14464.56,504.73,14799.9,5659.08,6388.4,3264.431
2000-10-31,1429.4,14539.6,514.48,14895.34,5544.18,6438.4,3254.701
2000-11-01,1421.22,14872.39,548.76,15349.01,5425.02,6457.6,3276.916
2000-11-02,1428.32,14837.78,558.1,15291.54,5626.08,6392.0,3289.333
2000-11-03,1426.69,14837.78,560.41,15594.12,5796.08,6385.4,3322.012
2000-11-06,1432.19,15371.44,556.66,15671.15,5657.48,6431.0,3334.834
2000-11-07,1431.87,15340.33,553.35,15820.79,5877.77,6466.9,3372.978
2000-11-08,1409.28,15399.64,558.09,15654.13,6067.94,6477.4,3354.277
2000-11-09,1400.14,15060.05,560.66,15504.8,6089.55,6442.2,3333.554
2000-11-10,1365.98,14988.54,565.18,15389.39,6088.74,6400.2,3301.003
2000-11-13,1351.26,14664.64,538.94,14815.69,5793.52,6274.8,3290.895
2000-11-14,1382.95,14660.04,552.99,15177.52,5772.51,6412.9,3291.561
2000-11-15,1389.81,14799.14,557.48,15127.4,5737.02,6432.3,3320.502
2000-11-16,1372.32,14587.03,555.04,15298.35,5454.13,6430.4,3302.532
2000-11-17,1367.72,14544.3,551.26,15180.85,5351.36,6440.1,3329.227
2000-11-20,1342.62,14531.65,537.4,15346.66,4845.21,6345.0,3325.162
2000-11-21,1347.35,14408.46,531.45,15188.3,5103.0,6382.1,3301.192
2000-11-22,1322.36,14301.31,522.33,14772.51,5130.61,6221.4,3284.736
2000-11-24,1341.77,14315.35,530.84,14376.9,5419.99,6327.6,3280.663
2000-11-27,1348.97,14720.39,554.04,14602.76,5433.78,6374.7,3303.286
2000-11-28,1336.09,14658.87,536.94,14566.22,5362.26,6249.8,3306.24
2000-11-29,1341.91,14507.64,516.44,14169.06,5319.46,6164.9,3275.684
2000-11-30,1314.95,14648.51,509.23,13984.39,5256.93,6142.2,3274.676
2000-12-01,1315.23,14835.33,514.46,14441.43,5342.06,6170.4,3284.225
2000-12-04,1324.97,14954.73,501.73,14559.24,5174.02,6158.7,3281.78
2000-12-05,1376.54,14695.05,516.96,14573.21,5199.2,6299.0,3306.586
2000-12-06,1351.46,14889.37,517.89,15098.95,5170.62,6273.3,3308.23
2000-12-07,1343.55,14720.36,523.78,15011.52,5212.73,6231.4,3309.116
2000-12-08,1369.89,14696.51,534.81,15189.33,5252.83,6288.3,3287.732
2000-12-11,1380.2,15015.7,554.8,15408.54,5284.41,6370.3,3312.44
2000-12-12,1371.18,15114.64,543.08,15329.6,5380.09,6390.4,3313.308
2000-12-13,1359.99,15168.68,557.84,15621.73,5384.36,6403.0,3297.607
2000-12-14,1340.93,14927.19,547.38,15496.99,5320.16,6263.8,3277.072
2000-12-15,1312.15,14552.29,534.0,14975.53,5224.74,6175.8,3229.248
2000-12-18,1322.74,14483.9,539.27,15024.53,5055.2,6246.5,3236.698
2000-12-19,1305.6,14132.37,530.8,15188.04,5040.25,6295.0,3258.152
2000-12-20,1264.74,13914.43,514.21,14930.72,4947.89,6176.7,3245.252
2000-12-21,1274.86,13423.21,511.9,14659.32,4817.22,6115.5,3185.86
2000-12-22,1305.97,13427.08,500.6,14738.21,4811.22,6097.5,3196.116
2000-12-26,1315.19,14007.85,504.62,14738.21,4721.36,6097.5,3196.116
2000-12-27,1328.92,13981.49,504.62,14748.36,4614.63,6218.2,3228.675
2000-12-28,1334.22,13946.96,504.62,14796.55,4797.14,6223.2,3236.296
2000-12-29,1320.28,13785.69,504.62,15095.53,4743.94,6222.5,3206.261
2001-01-02,1283.27,13785.69,520.95,14869.94,4935.28,6174.7,3261.234
2001-01-03,1347.56,13785.69,521.43,14589.58,4894.79,6039.9,3235.796
2001-01-04,1333.34,13691.49,558.02,15235.03,5136.13,6185.6,3293.906
2001-01-05,1298.35,13867.61,580.85,15447.61,5295.53,6198.1,3300.485
2001-01-08,1295.86,13867.61,586.65,15436.53,5188.51,6149.6,3264.352
2001-01-09,1300.8,13610.51,589.92,15500.59,5376.12,6088.1,3244.999
2001-01-10,1313.27,13432.65,560.81,15435.79,5436.78,6059.9,3239.315
2001-01-11,1326.82,13201.07,561.79,15090.77,5369.24,6114.9,3225.739
2001-01-12,1318.32,13347.74,587.87,15295.42,5339.4,6165.5,3243.324
2001-01-16,1326.65,13584.45,603.42,15363.15,5662.94,6083.3,3239.516
2001-01-17,1329.47,13667.63,595.83,15261.48,5769.95,6197.4,3253.839
2001-01-18,1347.97,13873.92,604.05,15528.75,5847.91,6209.9,3289.993
2001-01-19,1342.54,13989.12,619.78,15933.55,5847.91,6209.3,3311.692
2001-01-22,1342.9,14032.42,627.45,16099.27,5847.91,6232.0,3319.83
2001-01-23,1360.4,13984.66,627.45,16044.21,5847.91,6214.7,3288.685
2001-01-24,1364.3,13893.58,627.45,16044.21,5847.91,6264.4,3297.267
2001-01-25,1357.51,13803.38,627.45,16044.21,5847.91,6255.6,3321.52
2001-01-26,1354.95,13696.06,591.73,16044.21,5847.91,6294.3,3321.52
2001-01-29,1364.17,13845.28,596.54,16099.82,5680.06,6317.0,3317.308
2001-01-30,1373.73,13826.65,591.34,15893.07,5792.5,6334.5,3335.045
2001-01-31,1366.01,13843.55,617.91,16102.35,5936.2,6297.5,3341.84
2001-02-01,1373.47,13779.55,612.3,16163.99,5897.93,6251.8,3364.389
2001-02-02,1349.47,13703.63,608.48,16071.29,6049.26,6256.4,3355.407
2001-02-05,1354.31,13385.52,579.16,15830.84,5932.42,6269.2,3312.866
2001-02-06,1352.26,13269.85,586.58,15913.24,5849.06,6293.4,3325.437
2001-02-07,1340.89,13366.01,576.19,16049.47,5693.58,6225.6,3312.153
2001-02-08,1332.53,13138.23,591.57,15909.4,5758.6,6206.1,3329.519
2001-02-09,1314.76,13422.83,595.47,15873.28,5809.84,6164.3,3312.549
2001-02-12,1330.31,13422.83,599.2,15693.11,5847.07,6241.4,3330.353
2001-02-13,1318.8,13274.7,598.78,15842.72,6027.49,6228.5,3341.205
2001-02-14,1315.92,13284.06,603.83,15860.42,5887.68,6176.2,3350.254
2001-02-15,1326.61,13327.39,603.63,15756.37,6104.24,6197.9,3325.804
2001-02-16,1301.53,13175.49,604.92,15630.31,6045.67,6088.3,3320.173
2001-02-20,1278.94,13248.36,608.74,15527.36,5971.29,5980.1,3302.662
2001-02-21,1255.27,13100.08,594.53,15351.51,5949.96,5972.4,3314.809
2001-02-22,1252.82,13073.36,583.41,15098.64,5759.04,6003.1,3292.685
2001-02-23,1245.86,13246.0,583.52,15280.56,5726.93,5943.7,3292.118
2001-02-26,1267.65,13201.14,585.32,15230.22,5716.02,5916.7,3301.697
2001-02-27,1257.94,13059.86,577.57,14834.73,5674.69,5941.2,3302.508
2001-02-28,1239.94,12883.54,578.1,14787.87,5674.69,5917.9,3326.586
2001-03-01,1241.23,12681.66,578.1,14360.56,5499.86,5908.6,3350.187
2001-03-02,1234.18,12261.8,559.44,13966.43,5499.54,5858.6,3333.558
2001-03-05,1241.41,12322.16,565.38,14135.26,5609.74,5931.3,3342.971
2001-03-06,1253.8,12687.74,568.15,14321.05,5635.06,6012.0,3333.544
2001-03-07,1261.89,12723.89,568.64,14177.36,5777.13,6001.8,3362.144
2001-03-08,1264.74,12650.56,579.28,14208.95,5711.02,6003.2,3343.619
2001-03-09,1233.42,12627.9,565.76,14194.35,5680.43,5917.3,3331.438
2001-03-12,1180.16,12171.37,545.05,13776.72,5582.67,5826.5,3320.776
2001-03-13,1197.66,11819.7,527.97,13493.03,5610.4,5720.7,3264.792
2001-03-14,1166.71,11843.59,543.28,13330.84,5658.21,5625.9,3263.987
2001-03-15,1173.56,12152.83,541.83,13504.17,5742.74,5729.2,3242.974
2001-03-16,1150.53,12232.98,538.67,13522.04,5783.93,5562.8,3252.531
2001-03-19,1170.81,12190.97,534.33,13457.69,5641.89,5551.6,3216.079
2001-03-20,1142.62,12190.97,531.59,13223.86,5642.7,5646.8,3229.363
2001-03-21,1122.14,13103.94,532.59,13154.44,5623.42,5540.7,3225.443
2001-03-22,1117.58,12853.97,527.05,12621.85,5730.95,5314.8,3188.916
2001-03-23,1139.83,13214.54,537.97,12583.36,5800.55,5402.3,3145.455
2001-03-26,1152.69,13862.31,545.98,12950.49,5896.32,5576.6,3165.249
2001-03-27,1182.17,13638.33,532.9,12707.9,5884.33,5728.1,3170.517
2001-03-28,1153.29,13765.51,528.79,12851.41,5819.39,5614.0,3179.703
2001-03-29,1147.95,13072.36,523.8,12677.89,5833.88,5588.4,3178.05
2001-03-30,1160.33,12999.7,523.22,12760.64,5797.92,5633.7,3147.343
2001-04-02,1145.87,12937.86,515.2,12727.3,5607.73,5618.5,3194.738
2001-04-03,1106.46,13124.47,503.26,12584.22,5446.82,5463.1,3192.43
2001-04-04,1103.25,13242.78,493.69,12063.71,5405.85,5535.7,3194.425
2001-04-05,1151.44,13381.38,493.69,12063.71,5405.85,5621.8,3220.596
2001-04-06,1128.43,13383.76,506.22,12386.61,5515.13,5601.5,3233.338
2001-04-09,1137.59,12841.76,497.46,12202.1,5401.83,5663.3,3215.87
2001-04-10,1168.38,12620.27,491.21,12213.67,5353.5,5803.0,3228.636
2001-04-11,1165.89,13174.93,507.53,12706.43,5467.75,5788.1,3259.696
2001-04-12,1183.5,13352.44,514.21,12989.47,5533.22,5766.6,3276.973
2001-04-16,1179.68,13254.89,508.35,12989.47,5432.28,5766.6,3276.973
2001-04-17,1191.81,13067.09,513.97,12606.45,5431.95,5761.1,3258.828
2001-04-18,1238.16,13641.79,540.0,12972.8,5508.61,5890.2,3278.316
2001-04-19,1253.7,13868.28,563.31,13548.95,5608.5,5871.6,3324.36
2001-04-20,1242.98,13765.67,556.29,13448.13,5596.63,5879.8,3303.665
2001-04-23,1224.36,13715.6,560.94,13311.5,5597.7,5871.3,3300.761
2001-04-24,1209.47,13743.18,555.64,13274.61,5589.34,5840.3,3301.087
2001-04-25,1228.75,13827.5,566.34,13249.55,5516.2,5827.5,3301.087
2001-04-26,1234.52,13973.03,561.62,13293.11,5518.73,5868.3,3312.171
2001-04-27,1253.05,13934.32,556.63,13386.04,5416.67,5951.4,3294.05
2001-04-30,1249.46,13934.32,577.36,13386.04,5381.67,5966.9,3329.542
2001-05-01,1266.44,14425.46,577.36,13386.04,5381.67,5928.0,3328.876
2001-05-02,1267.43,14421.64,583.7,13814.24,5304.24,5904.2,3330.776
2001-05-03,1248.58,14421.64,584.4,13718.14,5405.54,5765.8,3350.119
2001-05-04,1266.61,14421.64,585.6,13390.99,5244.05,5870.3,3340.638
2001-05-07,1263.51,14529.41,596.5,13600.78,5229.93,5870.3,3354.976
2001-05-08,1261.2,14289.05,590.91,13540.81,5176.71,5886.4,3339.025
2001-05-09,1255.54,14084.85,578.84,13585.14,5232.64,5893.7,3346.2
2001-05-10,1255.18,14017.79,581.38,13604.8,5122.17,5964.0,3386.65
2001-05-11,1245.67,14043.92,583.06,13636.61,5232.72,5896.8,3389.188
2001-05-14,1248.92,13873.02,584.08,13259.17,5176.45,5690.5,3382.359
2001-05-15,1249.44,14054.03,581.3,13250.09,5158.79,5842.9,3390.375
2001-05-16,1284.99,13694.27,572.4,13335.95,5082.02,5884.0,3380.252
2001-05-17,1288.49,13910.67,596.39,13637.87,5143.44,5904.5,3410.109
2001-05-18,1291.96,13877.77,600.54,13459.18,5111.67,5915.0,3404.21
2001-05-21,1312.83,14176.83,618.96,13721.27,4958.61,5941.6,3435.465
2001-05-22,1309.38,14091.19,617.99,13877.95,4991.48,5976.6,3436.692
2001-05-23,1289.05,14067.7,622.6,13839.1,5209.97,5897.4,3426.85
2001-05-24,1293.17,13895.79,622.28,13810.6,5226.79,5915.9,3416.14
2001-05-25,1277.89,13765.92,624.11,13753.99,5170.08,5889.8,3426.212
2001-05-29,1267.93,13773.89,632.05,13629.61,5095.26,5863.9,3411.235
2001-05-30,1248.08,13493.35,628.42,13420.13,5057.07,5796.9,3399.969
2001-05-31,1255.82,13262.14,612.16,13174.41,5048.86,5796.1,3379.254
2001-06-01,1260.67,13261.84,607.07,13141.38,5013.96,5809.6,3391.676
2001-06-04,1267.11,13312.35,610.91,13207.49,4985.11,5856.5,3426.847
2001-06-05,1283.57,13182.0,597.66,13451.87,5065.06,5922.5,3422.343
2001-06-06,1270.03,13174.84,597.66,13576.01,5220.44,5901.5,3423.453
2001-06-07,1276.96,13277.51,601.14,13703.43,5153.35,5948.3,3436.754
2001-06-08,1264.96,13430.22,621.78,13808.89,5226.28,5950.6,3434.575
2001-06-11,1254.39,13226.48,608.23,13675.49,5271.3,5860.5,3434.575
2001-06-12,1255.85,12840.1,607.15,13526.68,5266.24,5804.0,3401.972
2001-06-13,1241.6,12823.45,614.05,13523.31,5209.71,5820.2,3389.781
2001-06-14,1219.87,12846.66,613.75,13248.89,5119.19,5752.5,3410.293
2001-06-15,1214.36,12790.38,618.96,13102.5,5158.63,5723.0,3415.824
2001-06-18,1208.43,12697.79,608.78,12948.78,5070.52,5671.6,3385.146
2001-06-19,1212.58,12574.26,608.91,13133.66,5039.98,5680.4,3385.56
2001-06-20,1223.14,12674.64,595.72,12918.71,5029.64,5699.6,3412.823
2001-06-21,1237.04,12962.43,595.53,13187.45,4984.88,5641.4,3410.701
2001-06-22,1225.35,13044.61,599.08,13174.02,4904.34,5665.7,3428.472
2001-06-25,1218.6,12896.47,598.02,13174.02,4904.34,5661.9,3418.891
2001-06-26,1216.76,12978.82,588.71,12961.97,4785.12,5555.7,3434.345
2001-06-27,1211.07,12828.98,584.76,13004.21,4825.28,5607.9,3409.957
2001-06-28,1226.2,12679.88,583.27,12827.82,4768.55,5638.4,3420.683
2001-06-29,1224.42,12969.05,595.13,13042.53,4883.43,5642.5,3490.458
2001-07-02,1236.71,12751.18,596.74,13042.53,4886.86,5716.7,3438.525
2001-07-03,1234.45,12817.41,594.31,13184.75,4843.82,5639.9,3450.152
2001-07-05,1219.24,12607.3,593.61,12999.48,4709.2,5549.6,3377.947
2001-07-06,1190.59,12306.08,578.54,12999.48,4707.01,5479.2,3354.078
2001-07-09,1198.78,12239.68,560.0,12690.68,4657.3,5468.9,3342.198
2001-07-10,1181.52,12300.41,558.6,12713.9,4616.71,5467.9,3356.889
2001-07-11,1180.18,12005.11,553.65,12527.9,4548.29,5391.9,3378.199
2001-07-12,1208.14,12407.95,559.95,12660.2,4633.54,5481.6,3392.736
2001-07-13,1215.68,12355.15,548.49,12612.79,4485.68,5537.0,3396.671
2001-07-16,1202.45,12343.37,548.93,12624.53,4368.69,5517.1,3421.384
2001-07-17,1214.44,12128.57,548.93,12495.25,4371.99,5427.8,3402.827
2001-07-18,1207.71,11892.58,540.53,12427.19,4219.89,5404.6,3394.088
2001-07-19,1215.02,11908.39,545.74,12279.82,4190.78,5437.4,3394.523
2001-07-20,1210.85,11908.39,537.71,12301.68,4220.33,5387.1,3380.9
2001-07-23,1191.03,11609.63,524.21,12236.45,4151.93,5405.3,3373.128
2001-07-24,1171.65,11883.25,526.62,12214.1,4040.77,5320.2,3352.755
2001-07-25,1190.49,11891.61,526.08,12214.1,4136.39,5275.7,3319.338
2001-07-26,1202.93,11858.56,529.22,12039.82,4300.41,5286.1,3283.573
2001-07-27,1205.82,11798.08,541.13,12182.17,4320.59,5403.1,3292.154
2001-07-30,1204.52,11579.27,533.53,12086.66,4320.59,5446.7,3316.722
2001-07-31,1211.23,11860.77,541.55,12316.69,4352.98,5529.1,3324.687
2001-08-01,1215.93,11959.33,562.79,12478.74,4354.52,5546.9,3374.634
2001-08-02,1220.75,12399.2,567.46,12466.37,4490.19,5584.5,3404.254
2001-08-03,1214.35,12241.97,568.69,12269.08,4530.68,5547.6,3405.315
2001-08-06,1200.48,12243.9,569.37,12148.81,4470.73,5526.4,3406.827
2001-08-07,1204.4,12319.46,567.5,12007.19,4404.0,5536.8,3407.202
2001-08-08,1183.53,12163.67,565.94,11958.01,4514.1,5476.5,3402.782
2001-08-09,1183.43,11754.56,549.67,11716.77,4448.52,5402.9,3416.951
2001-08-10,1190.16,11735.06,555.34,11765.81,4476.91,5427.2,3401.512
2001-08-13,1191.29,11477.56,562.0,11694.29,4520.76,5431.1,3384.042
2001-08-14,1186.73,11917.95,577.15,11991.01,4589.6,5507.8,3372.102
2001-08-15,1178.02,11755.4,577.15,12141.63,4623.11,5461.6,3364.462
2001-08-16,1181.66,11515.02,580.95,11832.44,4687.33,5389.8,3328.751
2001-08-17,1161.97,11445.54,580.99,11754.81,4638.36,5342.1,3330.565
2001-08-20,1171.41,11257.94,567.09,11458.7,4550.36,5357.4,3290.617
2001-08-21,1157.26,11280.38,568.68,11440.35,4562.73,5430.3,3319.195
2001-08-22,1165.31,11396.43,574.87,11188.57,4487.52,5408.7,3311.204
2001-08-23,1162.09,11126.92,570.07,11345.38,4459.76,5396.5,3320.902
2001-08-24,1184.93,11166.31,569.31,11110.3,4310.32,5471.9,3348.174
2001-08-27,1179.21,11275.01,578.74,11234.72,4384.55,5471.9,3369.483
2001-08-28,1161.51,11189.4,576.51,11300.53,4368.38,5434.7,3372.286
2001-08-29,1148.6,10979.76,565.63,11242.41,4508.69,5417.6,3349.342
2001-08-30,1129.03,10938.45,564.36,11315.63,4503.86,5332.7,3324.101
2001-08-31,1133.58,10713.51,545.11,11090.48,4509.44,5345.0,3275.745
2001-09-04,1132.94,10772.59,558.79,11136.86,4493.53,5379.6,3286.542
2001-09-05,1131.74,10598.79,551.91,10943.14,4424.91,5316.0,3288.493
2001-09-06,1106.4,10650.33,552.59,10664.32,4338.26,5204.3,3264.512
2001-09-07,1085.78,10516.79,555.08,10384.2,4302.16,5070.3,3234.504
2001-09-10,1092.54,10195.69,550.73,10366.32,4289.1,5033.7,3242.731
2001-09-17,1038.77,9504.41,468.76,9319.35,4289.1,4898.9,2955.461
2001-09-18,1032.74,9679.88,484.93,9307.9,4289.1,4848.7,3010.309
2001-09-19,1016.1,9939.6,486.75,9558.15,3781.17,4721.7,3035.106
2001-09-20,984.54,9785.16,480.27,9317.98,3698.84,4556.9,2983.199
2001-09-21,965.8,9554.99,472.31,8934.2,3591.85,4433.7,2942.083
2001-09-24,1003.45,9554.99,482.19,9284.5,3533.51,4613.9,2924.755
2001-09-25,1012.27,9693.97,472.13,9210.06,3493.78,4663.4,2962.82
2001-09-26,1007.04,9641.7,472.85,9371.75,3625.53,4696.1,2991.198
2001-09-27,1018.61,9696.53,472.38,9600.79,3567.63,4763.6,3000.851
2001-09-28,1040.94,9774.68,479.68,9950.7,3636.94,4903.4,3049.678
2001-10-01,1038.55,9972.28,479.68,9950.7,3636.94,4785.6,3099.037
2001-10-02,1051.33,10136.56,479.68,9950.7,3492.12,4832.3,3140.931
2001-10-03,1072.28,9924.23,479.68,9897.14,3446.26,4881.8,3126.375
2001-10-04,1069.63,10205.48,500.64,10286.39,3493.66,5016.2,3131.04
2001-10-05,1071.38,10205.87,501.92,10277.38,3585.46,5036.0,3179.279
2001-10-08,1062.44,10205.87,496.13,9967.83,3520.35,5032.7,3140.053
2001-10-09,1056.75,10011.77,507.61,10358.93,3618.93,5009.8,3153.147
2001-10-10,1080.99,9964.88,503.46,10298.24,3618.93,5153.1,3137.134
2001-10-11,1097.43,10347.01,517.05,10522.61,3789.93,5164.9,3199.33
2001-10-12,1091.65,10632.35,516.4,10274.13,3801.5,5145.5,3225.247
2001-10-15,1089.98,10452.54,513.99,10130.59,3712.82,5067.3,3199.19
2001-10-16,1097.54,10637.82,521.91,10148.49,3794.86,5082.6,3210.914
2001-10-17,1077.09,10755.45,528.29,10260.81,3817.13,5203.4,3238.041
2001-10-18,1068.61,10474.85,524.21,9880.61,3811.2,5116.0,3199.803
2001-10-19,1073.48,10538.79,528.04,9825.84,3845.62,5017.7,3175.604
2001-10-22,1089.9,10565.41,528.7,9797.54,3900.62,5070.4,3180.178
2001-10-23,1084.78,10861.56,530.5,10219.84,3874.42,5193.3,3213.439
2001-10-24,1085.2,10802.15,541.49,10243.46,3986.67,5167.6,3246.234
2001-10-25,1100.09,10880.1,542.19,10243.46,4012.2,5086.6,3254.934
2001-10-26,1104.61,10795.16,543.41,10404.74,4043.57,5188.6,3276.44
2001-10-29,1078.3,10612.31,547.87,10178.09,4065.1,5085.9,3256.354
2001-10-30,1059.79,10512.82,533.87,10076.43,3915.61,5003.6,3252.947
2001-10-31,1059.78,10366.34,537.81,10073.97,3903.49,5039.7,3249.617
2001-11-01,1084.1,10347.28,544.09,10158.85,3929.69,5071.2,3248.774
2001-11-02,1087.2,10383.78,550.57,10186.06,3998.48,5129.5,3239.889
2001-11-05,1102.84,10447.54,561.62,10430.72,4080.51,5209.1,3225.77
2001-11-06,1118.86,10633.72,565.47,10356.05,4082.92,5214.1,3285.07
